rock,sample mass,H,C,O,Na,Mg,Al,Si,K,Ca,Fe
limestone,30.817,9.734886588571243e-05,0.1197391050394263,0.4548788006619723,0.001817178829866632,0.001395333744361878,0.004348249342895155,0.004510497452704676,0.003115163708342798,0.3644741538761073,0.04562416847843722
limestone,30.487,0.00013120346377144357,0.11480303080001313,0.4816151146390265,0.0017056450290287664,0.010857086627086955,0.0029192770689146193,0.01879489618525929,0.002099255420343097,0.3669432873027848,0.00013120346377144357
limestone,25.491,0.00105919736377545,0.10972500098073831,0.4656545447412812,0.0,0.0048252324349770505,0.02545996626260249,0.03385508610882272,0.0007061315758503001,0.35855792240398576,0.00015691812796673335
limestone,31.14,0.0,0.11663455362877329,0.46245985870263323,0.0,0.0,0.0,0.019171483622350674,0.0,0.35725754656390496,0.04447655748233783
limestone,26.927,0.0034537824488431687,0.08601032420990083,0.45849890444535224,0.0,0.010175660118097079,0.03992275411297211,0.06643889033312289,0.007613176365729565,0.2646043005162105,0.0632822074497716
limestone,26.525,0.0027144203581526863,0.08829406220546655,0.4554194156456174,0.003053722902921772,0.01123468426013195,0.041281809613572105,0.06936852026390199,0.007803958529688973,0.28041470311027333,0.04041470311027333
limestone,30.543,0.0008185181547326721,0.11403594931735586,0.4564712045313165,0.0,0.007399404118783355,0.010215106571063746,0.01659954817797859,0.0019317028451691057,0.33431555511901256,0.05821301116458763
limestone,29.307,0.0003070938683590951,0.11730985771317434,0.4767802913979596,0.0,0.009246937591701643,0.004879380352816733,0.005937148121609172,0.0,0.3745521547753097,0.010987136179069847
limestone,30.215,0.0,0.11878206188978983,0.47787522753599204,0.0008274036074797286,0.005328479232169453,0.0009928843289756743,0.005725632963759722,0.0,0.3856031772298527,0.004865133211980804
limestone,28.077,0.0008547921786515653,0.11172846101791502,0.47070555971079525,0.0,0.004950671368023649,0.0122520212273391,0.017452006980802792,0.0012821882679773479,0.36090038109484623,0.019873918153648893
limestone,29.219,0.0,0.11807385605256854,0.4823231458982169,0.0,0.01721482596940347,0.0,0.014100414114103834,0.0,0.35860227933878636,0.009685478626920837
limestone,29.758,0.0,0.11617044156193293,0.46767255863969354,0.0017474292627192686,0.002688352711875798,0.002049868942805296,0.016499764769137712,0.0015121984004301365,0.36696014517104647,0.024699240540358894
limestone,25.566,0.0,0.08460455292184933,0.4363216772275679,0.023703356019713684,0.0,0.02781037315184229,0.10349683172964093,0.04028788234373778,0.27829930376281,0.005476022842838145
limestone,27.558,0.0,0.12011031279483272,0.4825096160824443,0.0,0.014551128528920822,0.0,0.004681036359677771,0.0,0.37332172146019305,0.004826184773931345
limestone,25.433,0.0,0.10104981716667322,0.454763496245036,0.01163842252192034,0.004285770455707152,0.013683010262257695,0.059725553414854714,0.0,0.3392049699209688,0.015648960012582078
limestone,25.092,0.0017136936075243104,0.10070938944683566,0.47130559540889533,0.0,0.007811254583134067,0.02036505659174239,0.03072692491630799,0.001912960306073649,0.3337717200701419,0.03168340506934481
limestone,27.294,0.0,0.12090569355902395,0.4803253462299406,0.0,0.009269436506191837,0.0,0.0,0.0,0.3846632959624826,0.0048362277423609585
limestone,26.82,0.0,0.1185682326621924,0.4598434004474273,0.0008948545861297539,0.0013422818791946308,0.0010439970171513796,0.010738255033557046,0.001528709917971663,0.36133482475764356,0.04470544369873229
limestone,27.127,0.0004055000552954621,0.11829542522210344,0.45183765252331626,0.0,0.0023592730489917797,0.0038338187046116417,0.0077413646920042765,0.0012533638072768829,0.3454123198289527,0.06886128211744756
limestone,27.058,3.6957646537068524e-05,0.1202232241850839,0.4754231650528495,0.0,0.0026609505506689332,0.0010717717495749872,0.0011087293961120556,0.0,0.38971838273338755,0.00975681868578609
limestone,25.174,0.0,0.09426392309525702,0.4715579566219115,0.008103598951298958,0.0,0.009493922300786526,0.08822594740605387,0.010804798601731946,0.3175498530229602,0.0
limestone,26.773,0.0004108616890150525,0.11384603891980727,0.48167930377619245,0.0,0.003585702013222276,0.0036977552011354725,0.016882680312254886,0.0011952340044074255,0.3754528816344825,0.0032495424494826874
limestone,27.004,0.0,0.11594578580950969,0.4667086357576655,0.005369574877795881,0.019256406458302473,0.006332395200711006,0.01633091393867575,0.007702562583320988,0.3422455932454451,0.020108132128573545
limestone,24.034,0.00016643088957310479,0.10680702338353999,0.4524839810268786,0.011941416326870267,0.005866688857451943,0.01868186735458101,0.03499209453274528,0.0,0.3636931014396272,0.005367396188732629
limestone,27.417,0.0,0.12160338476127949,0.46328920013130537,0.0,0.002699055330634278,0.0,0.0,0.0,0.37298026771710985,0.039428092059671
limestone,24.47,0.0002043318348998774,0.10412750306497753,0.4496935022476502,0.014139762975071515,0.0006129955046996322,0.019820187985288108,0.03649366571311811,0.019411524315488354,0.35226808336738863,0.0032284429914180633
limestone,26.272,0.0,0.11643574908647991,0.46795066991473816,0.004377283800243606,0.016405298416565166,0.005138550548112059,0.01503501827040195,0.0030450669914738127,0.3515910475030451,0.02002131546894032
limestone,26.643,0.0,0.12085726081897685,0.4774237135457719,0.0,0.006643396013962391,0.0,0.0,0.0,0.3853920354314454,0.009683594189843487
limestone,27.402,0.0012772790307276842,0.11032041456827969,0.45412743595358007,0.0,0.0039413181519597105,0.010546675425151447,0.023574921538573827,0.0044522297642507844,0.3185168965768922,0.07324282899058462
limestone,27.179,0.0,0.11681813164575591,0.47249714853379454,0.0008830346959049267,0.005371794400088304,0.0010302071452224144,0.0153427278413481,0.0015085176055042498,0.3669377092608264,0.019610728871555246
limestone,23.797,0.0009244862797831659,0.11337563558431735,0.4614867420263058,0.0,0.01592637727444636,0.02277598016556709,0.02420473168886834,0.0,0.34113543723998824,0.02017060974072362
limestone,27.214,3.674579260674653e-05,0.12126111560226355,0.4624457999559051,0.0,0.002719188652899243,0.0010656279855956493,0.0011391195708091424,0.0,0.37161020063202765,0.039722201807892994
limestone,26.421,0.00015139472389387232,0.11846637144695507,0.4767798342227773,0.0008705196623897657,0.001513947238938723,0.0019302827296468717,0.0035956246924794674,0.002081677453540744,0.3896143219408804,0.004996025888497786
limestone,12.442,0.0008037293039704227,0.10287735090821411,0.46760970904999194,0.002652306703102395,0.008680276482880566,0.01663719659218775,0.04484809516154959,0.0,0.3347532551036811,0.02113808069442212
limestone,13.371,0.0,0.12153167302370801,0.46585894847057063,0.0,0.004038590980480143,0.0,0.0,0.0,0.37416797546929925,0.034402812055941964
limestone,13.787,0.00014506419090447523,0.12062087473707114,0.4529629360992239,0.0,0.00609269601798796,0.00304634800899398,0.0036266047726118806,0.0,0.3496772321752375,0.0638282439979691
limestone,12.318,0.0005682740704659847,0.10740379931807112,0.4411430427017373,0.004789738593927586,0.0021107322617308004,0.019808410456242896,0.04253937327488229,0.0017048222113979544,0.32667640850787466,0.05325539860366943
limestone,13.069,0.0,0.11026092279439896,0.4757058688499502,0.0033667457341801203,0.0,0.003978881322212869,0.03274925395975208,0.0,0.37393832733950566,0.0
limestone,13.306,0.0,0.11829249962422968,0.47858109123703596,0.0009018487900195401,0.00135277318502931,0.0010521569216894635,0.005786863069292049,0.0015030813166992335,0.39252968585600484,0.0
limestone,12.107,0.004047245395225903,0.0802015363013133,0.4763360039646486,0.0,0.01090278351366978,0.04138101924506484,0.07598909721648633,0.010737589824068722,0.2651358718096969,0.035268852729825724
limestone,13.441,0.0,0.12112194033182054,0.48113979614612,0.0,0.011903876199687522,0.0,0.0,0.0,0.3809984376162488,0.004835949706123056
limestone,13.122,0.0030483158055174516,0.08550525834476452,0.46951684194482546,0.0,0.015089163237311387,0.031016613321140068,0.05090687395214145,0.0038103947568968147,0.28082609358329524,0.06028044505410761
limestone,13.875,0.0,0.12086486486486486,0.4719279279279279,0.0,0.0026666666666666666,0.0,0.0,0.0,0.385009009009009,0.019531531531531532
limestone,13.576,0.0,0.08021508544490276,0.49786387743076016,0.0008102533883323511,0.007955215085444903,0.0009575721862109605,0.15608426635238656,0.0,0.25611373011196226,0.0
limestone,13.413,7.455453664355477e-05,0.12010735853276672,0.4749869529560874,0.0,0.0013419816595839856,0.0010437635130097667,0.0011183180496533213,0.0,0.39156042645194955,0.009766644300305674
limestone,13.127,0.0012950407556943705,0.09286204007008456,0.4627104441228003,0.006246667174525786,0.008836748685914527,0.019425611335415555,0.0503542317361164,0.006170488306543764,0.31210482212234325,0.03999390569056144
limestone,13.249,0.0,0.11434825269831685,0.47973431957128837,0.0017359800739678464,0.005358895010944222,0.0020378896520492113,0.020982715676654842,0.0015095478904068231,0.37429239942637177,0.0
limestone,11.282,0.0,0.08739585179932637,0.4102995922708739,0.03323878744903386,0.0015954617975536252,0.03900017727353306,0.07977308987768127,0.05646162028009218,0.28071263960290727,0.011522779648998406
limestone,13.524,0.00029577048210588586,0.1181603076013014,0.47330671398994384,0.000813368825791186,0.011165335699497191,0.003918958887902987,0.007320319432120675,0.001257024548950015,0.3637237503697131,0.020038450162673766
limestone,12.524,0.0007186202491216864,0.10691472373043756,0.4509741296710316,0.003912488022995849,0.0063078888534014695,0.01900351325455126,0.03696901948259342,0.006627275630788886,0.32625359310124563,0.042318748003832646
limestone,13.504,0.0001481042654028436,0.11877962085308058,0.4808204976303318,0.0,0.004146919431279621,0.0019253554502369668,0.0036285545023696684,0.0005924170616113745,0.3898104265402844,0.0001481042654028436
limestone,13.803,0.00014489603709338548,0.12026371078750994,0.47764978627834526,0.0,0.012171267115844382,0.0009418242411070056,0.002535680649134246,0.0005795841483735419,0.37100630297761356,0.014706947764978629
limestone,13.188,0.00015165301789505612,0.11874431301182893,0.47785865938732175,0.0,0.001516530178950561,0.001971489232635729,0.003639672429481347,0.0006066120715802245,0.3905065210797695,0.005004549590536852
limestone,46.49,0.0,0.11875672187567218,0.4749408474940847,0.0008388900838890084,0.0026672402667240265,0.0009894600989460098,0.005743170574317057,0.0,0.3863196386319639,0.009744030974403097
limestone,46.139,0.0,0.1181430026658575,0.46515962634647473,0.0026008366024404513,0.004074644010490041,0.0030559830078675304,0.007997572552504389,0.0015171546847569301,0.37263486421465575,0.024816315914952643
limestone,44.856,0.0,0.08513911182450508,0.48972266809345455,0.0017166042446941322,0.002675227394328518,0.0020064205457463883,0.13469769930444087,0.0014936686285000893,0.2776663099696807,0.004882289994649545
limestone,41.585,0.0026211374293615484,0.0964530479740291,0.46911145845857877,0.0,0.005771311771071299,0.02856799326680293,0.052254418660574724,0.008007695082361429,0.30414813033545746,0.033064807021762656
limestone,36.194,0.0018235066585621925,0.09584461512957948,0.43827706249654635,0.005360004420622203,0.0011880422169420345,0.04627838868320716,0.07103387301762723,0.001574846659667348,0.31568768304138806,0.022931977675857876
limestone,45.694,0.0,0.1196874863220554,0.47610189521600205,0.0008316190309449817,0.0013349673917801023,0.0009848120103295836,0.0010285814330108986,0.0,0.3951722326782509,0.004858405917625946
limestone,41.162,0.001943540158398523,0.1005296146931636,0.46370438754190757,0.0,0.014503668432048977,0.028059861036878676,0.03840921238035081,0.002040717166318449,0.3128856712501822,0.03792332734075118
limestone,37.128,0.0,0.09300258564964446,0.40853264382676147,0.034475328592975654,0.0,0.040481577246283124,0.05343675931911226,0.014274940745528982,0.35579616461969404,0.0
limestone,46.17,0.00041152263374485596,0.11483647390080137,0.4769763915962746,0.0,0.002209226770630279,0.004331817197314273,0.006216157678145981,0.0,0.38317089018843403,0.011847520034654538
limestone,46.141,0.0,0.12128042305108255,0.4790750092108971,0.0,0.011919984395656792,0.0,0.0,0.0,0.3780368869335299,0.009687696408833792
limestone,36.939,0.001813801131595333,0.10287230298600394,0.4546143642220959,0.0,0.00614526652047971,0.03706110073364195,0.04258371910446953,0.0007309347843742386,0.3336852648961802,0.020493245621159208
limestone,36.668,0.001636304134395113,0.10535071451947202,0.4583287880440712,0.0,0.008072433729682556,0.036544125668157526,0.04104396203774408,0.0007363368604778009,0.34086942293007527,0.007417912075924513
limestone,46.63,0.0,0.12018014153978125,0.47746086210594035,0.0,0.0,0.0,0.0,0.0,0.3975337765387089,0.0048252198155693754
limestone,45.454,0.0003520042240506886,0.10766929203150438,0.47903374840498086,0.0017600211202534431,0.003982047784573415,0.0056980683768205215,0.036938443261319134,0.0036080432965195585,0.3548202578430941,0.006138073656883883
limestone,43.899,0.00011389781088407481,0.1195243627417481,0.4739060115264584,0.0,0.0027107678990409803,0.003211918266930909,0.003348595639991799,0.0,0.3872753365680312,0.009909109546914508
limestone,46.84,0.0,0.11880871050384287,0.4826430401366353,0.0,0.01321520068317677,0.0,0.009372331340734414,0.0,0.37113578138343295,0.004824935952177626
limestone,46.223,0.0004110507755879108,0.11782013283430326,0.47911213032473016,0.0,0.012526231529757912,0.0027259156696882504,0.007636890725396447,0.0018172771131255005,0.3629362005927785,0.015014170434632108
limestone,44.967,0.00013343118286743614,0.12057731225120644,0.45838059021059885,0.0,0.006026641759512532,0.0019347521515778237,0.002446238352569662,0.0,0.3575066159628172,0.05299441812885005
limestone,40.797,0.0,0.09044782704610634,0.446797558644018,0.01995244748388362,0.0059072971051793025,0.023408583964507197,0.0871387602029561,0.018138588621712384,0.30820893693163715,0.0
limestone,42.994,0.0,0.09731590454482021,0.4680187933199981,0.009001255989207797,0.0,0.010559612969251524,0.074987207517328,0.010861980741498814,0.32925524491789554,0.0
limestone,22.08,0.0001358695652173913,0.11983695652173913,0.4641757246376812,0.0,0.003260869565217391,0.0019021739130434786,0.00240036231884058,0.0,0.37060688405797104,0.03768115942028986
limestone,23.163,0.0,0.12096878642662867,0.4693692526874757,0.0,0.0013383413202089538,0.0,0.0,0.0,0.38388809739671026,0.024435522168976383
limestone,22.769,0.00021959682023804298,0.11906539593306689,0.4770960516491721,0.0,0.008256840440950416,0.0030304361192849934,0.004787210681189337,0.0006148710966665203,0.3769599016206246,0.009969695638807152
limestone,22.414,0.0003123048094940662,0.1184973677166057,0.46564647095565265,0.0,0.0017399839386097974,0.0029445882038011957,0.00629071116266619,0.0012492192379762648,0.36834121531185865,0.03497813866333541
limestone,19.798,0.0,0.09733306394585313,0.44060006061218315,0.01878977674512577,0.00888978684715628,0.022072936660268716,0.06505707647237095,0.006616829982826549,0.32437619961612285,0.01626426911809274
limestone,21.402,4.6724605177086255e-05,0.12134379964489299,0.47701149425287354,0.0,0.01471825063078217,0.0010746659190729838,0.00112139052425007,0.0,0.37001214839734603,0.014671526025605083
limestone,22.41,0.0,0.11981258366800536,0.45555555555555555,0.0,0.0027219991075412764,0.0,0.009683177153056671,0.0,0.35238732708612225,0.059839357429718874
limestone,23.002,0.00021737240239979135,0.1183375358664464,0.4654812624989132,0.0,0.002478045387357621,0.002738892270237371,0.003695330840796453,0.0,0.3714024867402834,0.035649073993565775
limestone,22.05,0.0,0.11696145124716553,0.47292517006802726,0.0008616780045351474,0.006712018140589569,0.0010430839002267573,0.015328798185941043,0.0014965986394557824,0.3650793650793651,0.019591836734693877
limestone,17.837,0.002130403094690811,0.10276391769916465,0.43751751976229186,0.0,0.0050456915400571845,0.041654986825138754,0.05202668610192297,0.0030834781633682796,0.30206873353142344,0.05370858328194203
limestone,19.962,0.0016030457869952912,0.1039975954313195,0.4765554553651939,0.0009518084360284541,0.0016030457869952912,0.02023845306081555,0.03987576395150787,0.006812944594729988,0.34710950806532415,0.0012523795210900711
limestone,21.759,4.595799439312469e-05,0.1176524656463992,0.47010432464727236,0.0,0.008088607013189943,0.0010570338710418677,0.01548784411048302,0.0,0.35792086033365506,0.029642906383565423
limestone,21.321,0.0,0.11233056610853148,0.47502462361052483,0.0026265184559823647,0.0013601613432765818,0.0030955396088363585,0.027015618404390034,0.0045026030673983395,0.36911964729609303,0.004924722104966934
limestone,20.935,0.0005254358729400526,0.07881538094100789,0.47609266778122766,0.0072605684260807265,0.003343682827800335,0.014234535466921423,0.13651779316933366,0.009983281585860999,0.2637210413183664,0.009505612610460951
limestone,22.687,0.0,0.12209635474060034,0.4623793361837175,0.0,0.006743950279895976,0.0,0.0,0.0,0.36430554943359633,0.044474809362189796
limestone,22.313,0.0009411553802715906,0.11172858871509882,0.4787791870210192,0.0,0.01599964146461704,0.009411553802715905,0.017657867610809844,0.002464930757854166,0.3434320799533904,0.019584995294223098
limestone,22.967,0.0,0.12156572473549004,0.46026908172595465,0.0,0.0,0.0,0.0,0.0,0.37366656507162455,0.04449862846693082
limestone,21.325,0.0025322391559202814,0.09711606096131302,0.48248534583821806,0.0,0.004830011723329425,0.025744431418522864,0.051160609613130126,0.009097303634232123,0.3216881594372802,0.005345838218053928
limestone,22.15,9.029345372460498e-05,0.11855530474040632,0.47241534988713324,0.0,0.004559819413092551,0.0008126410835214447,0.006004514672686231,0.0,0.37507900677200906,0.022483069977426638
limestone,23.33,0.0,0.12048864123446207,0.45859408486926706,0.0,0.0,0.0,0.0048006858122588945,0.0,0.3665237891127304,0.04959279897128162
limestone,37.413,0.0014433485686793362,0.09972469462486303,0.463528719963649,0.0,0.006548525913452544,0.02242536016892524,0.06315986421831984,0.0027263250741720794,0.30590971052842597,0.03453345093951301
limestone,40.303,0.00012406024365431854,0.11949482668783962,0.4708582487656006,0.0,0.0,0.0032255663350122823,0.0033744386273974647,0.0,0.38801081805324666,0.014912041287249088
limestone,41.427,0.0,0.12322881212735656,0.44311680787891955,0.0,0.002775967364279335,0.0,0.0,0.0,0.3448958408767229,0.08598257175272166
limestone,40.071,4.991140725212748e-05,0.11861445933468096,0.472985450824786,0.0017718549574505253,0.0,0.003144418656884031,0.00326919717501435,0.003019640138753712,0.3922287938908438,0.004916273614334557
limestone,33.585,0.0025011165698972755,0.09673961589995533,0.45797230906654757,0.0,0.005597737085008188,0.03945213637040345,0.054607711776090515,0.004376953997320232,0.3118654161083817,0.026887003126395713
limestone,40.693,0.0002703167620966751,0.11790725677634975,0.470572334308112,0.0,0.0007618017840906299,0.0028014646253655424,0.004963998722138943,0.0006143562774924434,0.3793281399749343,0.022780330769419804
limestone,35.629,0.0006455415532291112,0.10707569676387213,0.4521597575009122,0.009795391394650426,0.0008420107216031885,0.02405343961379775,0.027309214403996744,0.017317353840972244,0.35732128322433976,0.003480310982626512
limestone,39.85,7.52823086574655e-05,0.1193224592220828,0.4780928481806775,0.0,0.0,0.002132998745294856,0.0022082810539523208,0.0,0.398168130489335,0.0
limestone,40.483,4.9403453301385775e-05,0.12133488130820345,0.4684929476570413,0.0,0.008102166341427266,0.001062174245979794,0.0011115776992811797,0.0,0.37022947904058495,0.02961737025418077
limestone,36.223,0.001187091074731524,0.10015735858432488,0.46616790437015154,0.0009386301521132983,0.010104077519807858,0.022223449189741326,0.05841592358446292,0.0006901692294950723,0.31584904618612486,0.02426635010904674
limestone,39.872,0.0,0.12033507223113965,0.47534610754414125,0.0,0.0,0.0,0.0,0.0,0.39461276083467095,0.009706059390048155
limestone,36.365,0.0027773958476557128,0.09140657225354049,0.46536504881066953,0.0,0.014134469957376598,0.03343874604702323,0.0524405334799945,0.004729822631651313,0.28755671662312665,0.04815069434896191
limestone,40.712,0.0,0.1202102574179603,0.4781636863823933,0.0008351346040479465,0.007982904303399489,0.000982511298879937,0.0010316368638239339,0.0,0.38593043820003925,0.004863430929455689
limestone,40.144,0.0031137903547229975,0.08980171383021124,0.4853527301713831,0.0,0.01716321243523316,0.02747608609007573,0.05701972897568753,0.009441012355520128,0.2837783977680351,0.02685332801913113
limestone,40.219,0.00017404709217036724,0.11837688654615977,0.4759193416047141,0.0,0.001889654143563987,0.0029588005668962428,0.0035058057137173967,0.0,0.38926875357418134,0.007906710758596683
limestone,41.533,0.0,0.11872486938097417,0.4774275877013459,0.0008667806322683166,0.01603544169696386,0.0010353213107649338,0.010545831025931186,0.0014927888666843232,0.3592083403558616,0.014663039029205691
limestone,40.526,0.0,0.11602428070868083,0.4662192172926022,0.0008389675763707249,0.004046784780141144,0.0009870206780832058,0.020209248383753636,0.0,0.35707940581355174,0.03459507476681636
limestone,40.797,0.00022060445621001543,0.11809691889109493,0.47880971640071573,0.0,0.0001960928499644582,0.003039439174449102,0.004779763217883669,0.0006127901561389319,0.39409760521606985,0.00014706963747334364
limestone,41.316,0.0,0.12106689902217058,0.47824087520573144,0.0,0.00927001645851486,0.0,0.0,0.0,0.38171652628521635,0.009705683028366734
limestone,41.096,4.8666536889234965e-05,0.11967101421062878,0.47883005645318283,0.0,0.0,0.0010463305431185517,0.0010949970800077868,0.0,0.3993089351761729,0.0
limestone,38.726,0.0,0.10300573258276094,0.44476579042503744,0.011284408407788049,0.0,0.013246914217838145,0.054407891339152,0.019211898982595673,0.31743531477560294,0.03664204926922481
limestone,40.714,9.824630348283147e-05,0.11929557400402811,0.472761212359385,0.0,0.0005649162450262809,0.0008105320037333596,0.001277201945276809,0.0,0.38763079039151155,0.017561526747556122
limestone,39.197,0.0008163890093629614,0.11263617113554608,0.4732760160216342,0.0,0.0024236548715462916,0.014082710411511086,0.018521825649922188,0.0013011199836722197,0.37347245962701225,0.0034696532897925863
limestone,35.422,0.0,0.09996612274857433,0.4332618146914347,0.01908418496979279,0.005956750042346565,0.022387216983795383,0.05502230252385524,0.013325052227429282,0.323753599457964,0.027242956354807748
limestone,39.104,0.0,0.09086027004909984,0.48726472995090014,0.0008439034369885435,0.0026595744680851063,0.0009717675941080196,0.11441284779050737,0.0,0.2932436579378069,0.009743248772504091
limestone,40.97,0.0001708567244325116,0.11974615572370026,0.4671955089089577,0.0,0.00873810104954845,0.0030021967293141325,0.0035635831095923846,0.0,0.3647058823529412,0.032877715401513304
limestone,41.021,0.0,0.11869530240608468,0.46400624070597984,0.0017308207991028983,0.0013651544330952438,0.002047731649642866,0.006923283196411593,0.0015114209794983057,0.3740035591526292,0.0297164866775554
limestone,32.444,0.002280853162372087,0.10066576254469238,0.45974602391813585,0.0,0.007859696708174085,0.04401430156577487,0.05585008013808408,0.0038219701639748485,0.3248674639378621,0.0008938478609296017
limestone,38.668,0.0,0.0997206992862315,0.4763628840384815,0.0051463742629564505,0.006827350781007552,0.006051515464983967,0.07401468914865005,0.0,0.32688527981793736,0.004991207199751733
limestone,42.006,0.0007617959339142027,0.11155549207256106,0.4766699995238775,0.0,0.0058086939960957954,0.006975194019901918,0.012617245155453984,0.0012141122696757605,0.36437651764033707,0.02002094938818264
limestone,42.655,0.0,0.12134568045950064,0.4680576720196929,0.0,0.004032352596413082,0.0,0.0,0.0,0.37716563122728874,0.029398663697104678
limestone,40.45,0.000173053152039555,0.11658838071693449,0.47601977750309016,0.00173053152039555,0.005562422744128554,0.004004944375772559,0.010580964153275647,0.002126081582200247,0.3781458590852904,0.005067985166872682
limestone,38.997,0.00030771597815216557,0.1175218606559479,0.47534425725055773,0.0,0.004795240659537913,0.0038720927250814165,0.006103033566684617,0.0006154319563043311,0.3784650101289843,0.012975357078749647
limestone,41.928,0.0,0.12118393436367107,0.47083094829231065,0.0008824651784010685,0.012092157985117345,0.001025567639763404,0.0010732684602175158,0.001502575844304522,0.36684315970234693,0.024565922533867586
