rock,sample mass,H,C,O,Na,Mg,Al,Si,K,Ca,Fe
shale,66.418,0.008175494594838748,0.00012581180566317626,0.47134812851937724,0.0078292029269174,0.020672106958956906,0.09693155469902735,0.2814598452226806,0.029781083441235805,0.026890300822066306,0.04855611430636273
shale,63.829,0.005875072459226997,0.00034363069839384584,0.4702564664964201,0.0022716946842344385,0.017343213899638096,0.08283068824515502,0.28566952325745354,0.013207162888342288,0.0652211377273653,0.03539143649438343
shale,64.378,0.008403491876106745,7.503872183834047e-05,0.47657584889247884,0.0022057224517692377,0.020022367889651744,0.09475286588586163,0.28741184876821274,0.02393674857870701,0.015175991798440461,0.06668427102426296
shale,61.044,0.009255618897844178,0.0,0.47120110084529193,0.008289102942140096,0.015054714632068674,0.10947840901644716,0.3042887097831073,0.04116702706244676,0.001982176790511762,0.039283140030142195
shale,63.467,0.007673279026895867,5.75959630377798e-05,0.45039154206122867,0.0050577465454488164,0.01860809554571667,0.10871791639749792,0.3052452455606851,0.02357130477255897,0.009028313926922653,0.0680511131769266
shale,71.347,0.006783747039118674,0.00032472925812535014,0.48711228222630243,0.004190785877472073,0.019159880583626502,0.0764012502277601,0.26308043786003615,0.02370106661807785,0.06911292696259129,0.027289164225545576
shale,62.782,0.007040234462106974,0.0001159433666674386,0.4299480742888089,0.011165620719314453,0.023589563887738526,0.10853429326877131,0.2735656716893377,0.02249052276130101,0.024258545442961358,0.09212831703354465
shale,64.635,0.0073489595420437835,7.923051657417131e-05,0.47735746886361874,0.0023516670534540107,0.0133518991258606,0.09398932466929681,0.32912508702715243,0.022031407132358627,0.01607488202985998,0.03324824011758335
shale,62.888,0.006901157613535174,0.0002313585360289657,0.44450451596489,0.015392443709451724,0.024408472204554128,0.10289721409489887,0.2714508332273248,0.01925645592163847,0.054652715939447906,0.045986515710469404
shale,72.774,0.0012779289306620496,0.0,0.5105257372138401,0.004562068870750543,0.0026383048891087477,0.022343144529639706,0.4377250116799956,0.002652046060406189,0.007942397009921125,0.010333360815675928
shale,55.241,0.008634890751434622,3.539164034138421e-05,0.4226570844119404,0.017559421444217158,0.012925182382650568,0.13669194981988017,0.30243840625622276,0.023913397657536972,0.03464817798374396,0.03857641968827501
shale,75.478,0.0008479291979119744,9.90007161901385e-05,0.47968944593126484,0.017819762049868838,0.007856593974403138,0.033426958848936116,0.3988579453615623,0.01857494899175919,0.028259890299160022,0.0071941492885344085
shale,62.835,0.009007718628153099,8.2061938413541e-05,0.46929259170844273,0.006827405108617808,0.020593618206413623,0.10551444258772977,0.28036922097557093,0.03009469244847617,0.01912946606190817,0.05401448237447283
shale,47.291,0.008690871413165296,0.0,0.4305470385485611,0.017254868791101902,0.014590514051299401,0.12968640967625977,0.30105093992514437,0.0451671565414138,0.006703178194582479,0.046309022858472014
shale,57.75,0.00916017316017316,8.665504769400873e-05,0.488017316017316,0.0022337662337662337,0.01838961038961039,0.09915151515151516,0.2958268398268398,0.03130735930735931,0.0129004329004329,0.038008658008658006
shale,52.245,0.0082687338501292,6.447972859456422e-05,0.4847736625514404,0.0011101540817303093,0.015255048329983732,0.09572207866781511,0.3193989855488564,0.024346827447602644,0.010259354962197341,0.037496411139821995
shale,57.038,0.00757389810301904,0.00011864753694764527,0.46923103895648516,0.0,0.021704828360040677,0.09367439251025632,0.2936814053788703,0.015463375293663874,0.016690627301097515,0.07521301588414742
shale,53.361,0.00727122805044883,9.482347013259348e-05,0.4587245366466146,0.0,0.01834673263244692,0.09816157868105921,0.3023181724480426,0.011843855999700156,0.016884990910964938,0.08138902944097749
shale,50.017,0.00773736929443989,0.00026142220268176973,0.4613431433312673,0.0037787152368194813,0.02513145530519623,0.10580402663094547,0.2866025551312554,0.024771577663594377,0.024711598056660733,0.047044005038286985
shale,48.492,0.007588880640105585,0.00027557182531612226,0.44423822486183295,0.007774478264455993,0.021426214633341583,0.11412191701723996,0.2818403035552256,0.02536500866122247,0.03575847562484534,0.0485234677885012
shale,52.966,0.009175697617339424,6.594431722593505e-05,0.461881206811917,0.007136653702375108,0.019616357663406712,0.11176981459804403,0.28155798059132275,0.03341766416191519,0.012630744251028963,0.05932107389646188
shale,55.428,0.008786173053330447,0.0,0.48011835173558487,0.005466551201558779,0.01564191383416324,0.0989211228981742,0.3092480334848813,0.027026051814967166,0.00952587140073609,0.045265930576603886
shale,65.781,0.0019458506255605721,0.0013112587184928358,0.4805034888493638,0.006977698727596114,0.07895896991532508,0.035770207202687705,0.10075857770480837,0.012328787947887688,0.16875693589334306,0.027743573372250342
shale,56.934,0.008044402290371308,0.00012062389928609522,0.4811360522710507,0.0021779604454280396,0.02253486493132399,0.09270383250781607,0.2972213440123652,0.022236273579934664,0.015263287315136825,0.051814381564618685
shale,51.036,0.008934869503879615,3.8008605590587665e-05,0.4306567912845834,0.013931342581707029,0.022023669566580455,0.12577396347676148,0.27043655458891763,0.03295712830159103,0.014009718629986675,0.0793361548710714
shale,56.259,0.008656392754936987,0.0,0.46154393074885797,0.0044259585133045376,0.022129792566522692,0.10263246769405784,0.28249702269859045,0.01932135302795997,0.007714321264153291,0.09107876073161626
shale,54.731,0.008203760209022309,8.946806146791395e-05,0.48603168222762233,0.001059728490252325,0.019769417697465787,0.08980285395845133,0.2997569932944766,0.02322267088121905,0.012588843616962962,0.05466737315232683
shale,64.412,0.002608209650375706,0.001078838680891469,0.4838539402595789,0.003927839533006272,0.04213500589952182,0.03792771533254673,0.1544432714401043,0.008989008259330558,0.174874247034714,0.021750605477240264
shale,50.526,0.009302141471717531,7.207555371938381e-05,0.4516288643470688,0.011221945137157106,0.018050112813205083,0.12045283616355935,0.28223093060998294,0.04126588291176819,0.013181332383327396,0.04902426473498792
shale,65.2,0.0024846625766871164,0.0010639749331928185,0.4942177914110429,0.0019478527607361962,0.046487730061349694,0.032438650306748466,0.16260736196319017,0.009417177914110429,0.16302147239263803,0.01800613496932515
shale,56.448,0.008131377551020409,8.975712119692926e-05,0.4729308390022676,0.0023030045351473925,0.021400226757369613,0.09578727324263038,0.2919501133786848,0.02395124716553288,0.011107568027210885,0.0673717403628118
shale,48.198,0.0076144238350139,0.00015970402984544777,0.4076517697829785,0.0161417486202747,0.02168139756836383,0.127660898792481,0.26098593302626666,0.031225362048217766,0.029067596165816008,0.09027345533009669
shale,57.567,0.00868553164139177,5.461744496297915e-05,0.471068494102524,0.003369986276860007,0.019855125332221585,0.09884135007903834,0.2817412753834662,0.02602185279760974,0.01242031024719023,0.07485191168551428
